Name,Ticker,Sub-Sector
Rainbow Children's Medicare Ltd,RAINBOW,Hospitals & Diagnostic Centres
LT Foods Ltd,LTFOODS,Packaged Foods
Aditya Birla Real Estate Ltd,ABREL,Textiles
Vijaya Diagnostic Centre Ltd,VIJAYA,Hospitals & Diagnostic Centres
Motilal Oswal NASDAQ 100 ETF,MON100,Equity
E I D-Parry (India) Ltd,EIDPARRY,Sugar
Ksb Ltd,KSB,Industrial Machinery
Poly Medicure Ltd,POLYMED,Health Care Equipment & Supplies
Azad Engineering Ltd,AZAD,Renewable Energy Equipment & Services
Happy Forgings Ltd,HAPPYFORGE,Heavy Machinery
KEC International Ltd,KEC,Construction & Engineering
V Guard Industries Ltd,VGUARD,Electrical Components & Equipments
Doms Industries Ltd,DOMS,Stationery
Honasa Consumer Ltd,HONASA,FMCG - Personal Products
Supreme Petrochem Ltd,SPLPETRO,Specialty Chemicals
INOX India Ltd,INOXINDIA,Industrial Machinery
Clean Max Enviro Energy Solutions Ltd,CLEANMAX,Renewable Energy
Tbo Tek Ltd,TBOTEK,Tour & Travel Services
Arvind Ltd,ARVIND,Apparel & Accessories
Aptus Value Housing Finance India Ltd,APTUS,Home Financing
CEAT Ltd,CEATLTD,Tires & Rubber
Jaiprakash Power Ventures Ltd,JPPOWER,Renewable Energy
Canara HSBC Life Insurance Company Ltd,CANHLIFE,Insurance
Five-Star Business Finance Ltd,FIVESTAR,Consumer Finance
Paradeep Phosphates Ltd,PARADEEP,Fertilizers & Agro Chemicals
Kirloskar Brothers Ltd,KIRLOSBROS,Industrial Machinery
Alivus Life Sciences Ltd,ALIVUS,Pharmaceuticals
Privi Speciality Chemicals Ltd,PRIVISCL,Specialty Chemicals
Ircon International Ltd,IRCON,Construction & Engineering
Engineers India Ltd,ENGINERSIN,Construction & Engineering
Jain Resource Recycling Ltd,JAINREC,Metals - Diversified
Astra Microwave Products Ltd,ASTRAMICRO,Communication & Networking
Indegene Ltd,INDGN,Business Support Services
Techno Electric & Engineering Company Ltd,TECHNOE,Construction & Engineering
Trident Ltd,TRIDENT,Textiles
JM Financial Ltd,JMFINANCIL,Investment Banking & Brokerage
Park Medi World Ltd,PARKHOSPS,Hospitals & Diagnostic Centres
Concord Biotech Ltd,CONCORDBIO,Pharmaceuticals
Jupiter Wagons Ltd,JWL,Rail
Aditya Birla Lifestyle Brands Ltd,ABLBL,Retail - Apparel
Afcons Infrastructure Ltd,AFCONS,Construction & Engineering
Nuvoco Vistas Corporation Ltd,NUVOCO,Cement
UTI Asset Management Company Ltd,UTIAMC,Asset Management
Lumax AutoTechnologies Ltd,LUMAXTECH,Auto Parts
India Cements Ltd,INDIACEM,Cement
Aequs Ltd,AEQUS,Aerospace & Defense Equipments
Indiamart Intermesh Ltd,INDIAMART,Online Services
Gravita India Ltd,GRAVITA,Metals - Lead
Zensar Technologies Ltd,ZENSARTECH,IT Services & Consulting
Ingersoll-Rand (India) Ltd,INGERRAND,Industrial Machinery
Tamilnad Mercantile Bank Ltd,TMB,Private Banks
Signatureglobal (India) Ltd,SIGNATURE,Real Estate
PCBL Chemical Ltd,PCBL,Commodity Chemicals
Elecon Engineering Company Ltd,ELECON,Heavy Electrical Equipments
Titagarh Rail Systems Ltd,TITAGARH,Rail
Metropolis Healthcare Ltd,METROPOLIS,Hospitals & Diagnostic Centres
Blue Dart Express Ltd,BLUEDART,Logistics
Godrej Agrovet Ltd,GODREJAGRO,Agro Products
Prudent Corporate Advisory Services Ltd,PRUDENT,Asset Management
JK Tyre & Industries Ltd,JKTYRE,Tires & Rubber
Home First Finance Company India Ltd,HOMEFIRST,Home Financing
Shadowfax Technologies Ltd,SHADOWFAX,Logistics
Indian Energy Exchange Ltd,IEX,Power Trading & Consultancy
SBI Nifty 50 ETF,SETFNIF50,Equity
Reliance Power Ltd,RPOWER,Power Generation
Sandur Manganese and Iron Ores Ltd,SANDUMA,Mining - Manganese
Kotak Nifty Bank ETF,BANKNIFTY1,Equity
Bls International Services Ltd,BLS,Outsourced services
Can Fin Homes Ltd,CANFINHOME,Home Financing
South Indian Bank Ltd,SOUTHBANK,Private Banks
Marksans Pharma Ltd,MARKSANS,Pharmaceuticals
Viyash Scientific Ltd,VIYASH,Pharmaceuticals
Finolex Industries Ltd,FINPIPE,Building Products - Pipes
Balrampur Chini Mills Ltd,BALRAMCHIN,Sugar
MedPlus Health Services Ltd,MEDPLUS,Online Services
Brainbees Solutions Ltd,FIRSTCRY,Retail - Apparel
Mahanagar Gas Ltd,MGL,Gas Distribution
Sanofi Consumer Healthcare India Ltd,SANOFICONR,Pharmaceuticals
SKF India (Industrial) Ltd,SKFINDUS,Industrial Machinery
Swan Defence and Heavy Industries Ltd,SWANDEF,Shipbuilding
HEG Ltd,HEG,Electrical Components & Equipments
Tilaknagar Industries Ltd,TI,Alcoholic Beverages
Lloyds Engineering Works Ltd,LLOYDSENGG,Industrial Machinery
Edelweiss Financial Services Ltd,EDELWEISS,Diversified Financials
Bombay Burmah Trading Corporation, Ltd,BBTC
Olectra Greentech Ltd,OLECTRA,Electrical Components & Equipments
IIFL Capital Services Ltd,IIFLCAPS,Diversified Financials
Whirlpool of India Ltd,WHIRLPOOL,Home Electronics & Appliances
Intellect Design Arena Ltd,INTELLECT,Software Services
Action Construction Equipment Ltd,ACE,Heavy Machinery
Corona Remedies Ltd,CORONA,Pharmaceuticals
Lloyds Enterprises Ltd,LLOYDSENT,Iron & Steel
Aavas Financiers Ltd,AAVAS,Home Financing
Ujjivan Small Finance Bank Ltd,UJJIVANSFB,Private Banks
Ramkrishna Forgings Ltd,RKFORGE,Rail
SEDEMAC Mechatronics Ltd,SEDEMAC,Auto Parts
Diamond Power Infrastructure Ltd,DIACABS,Electrical Components & Equipments
Cyient Ltd,CYIENT,Software Services
Waaree Renewable Technologies Ltd,WAAREERTL,Renewable Energy
SBFC Finance Ltd,SBFC,Specialized Finance
Nazara Technologies Ltd,NAZARA,Theme Parks & Gaming
Railtel Corporation of India Ltd,RAILTEL,Communication & Networking
Shilpa Medicare Ltd,SHILPAMED,Pharmaceuticals
Avalon Technologies Ltd,AVALON,Electronic Equipments
Kirloskar Pneumatic Company Ltd,KIRLPNU,Industrial Machinery
Jubilant Ingrevia Ltd,JUBLINGREA,Specialty Chemicals
Procter & Gamble Health Ltd,PGHL,Pharmaceuticals
Karnataka Bank Ltd,KTKBANK,Private Banks
Strides Pharma Science Ltd,STAR,Pharmaceuticals
Swan Corp Ltd,SWANCORP,Textiles
Fujiyama Power Systems Ltd,UTLSOLAR,Renewable Energy Equipment & Services
Vedant Fashions Ltd,MANYAVAR,Textiles
RITES Ltd,RITES,Business Support Services
MMTC Ltd,MMTC,Commodities Trading
PVR INOX Ltd,PVRINOX,Theatres
Va Tech Wabag Ltd,WABAG,Water Management
Jayaswal Neco Industries Ltd,JAYNECOIND,Iron & Steel
Birlasoft Ltd,BSOFT,IT Services & Consulting
Tejas Networks Ltd,TEJASNET,Telecom Equipments
Vesuvius India Ltd,VESUVIUS,Industrial Machinery
NCC Ltd,NCC,Construction & Engineering
Healthcare Global Enterprises Ltd,HCG,Hospitals & Diagnostic Centres
ESAB India Ltd,ESABINDIA,Industrial Machinery
Genus Power Infrastructures Ltd,GENUSPOWER,Electronic Equipments
Blackbuck Ltd,BLACKBUCK,Logistics
Transformers and Rectifiers (India) Ltd,TARIL,Heavy Electrical Equipments
Banco Products (India) Ltd,BANCOINDIA,Auto Parts
IDream Film Infrastructure Company Ltd,IDREAM,Animation
Voltamp Transformers Ltd,VOLTAMP,Heavy Electrical Equipments
Amagi Media Labs Ltd,AMAGI,Online Services
Rategain Travel Technologies Ltd,RATEGAIN,Software Services
Alkyl Amines Chemicals Ltd,ALKYLAMINE,Specialty Chemicals
Zee Entertainment Enterprises Ltd,ZEEL,TV Channels & Broadcasters
TSF Investments Ltd,TSFINV,Investment Banking & Brokerage
PC Jeweller Ltd,PCJEWELLER,"Precious Metals, Jewellery & Watches"
E2E Networks Ltd,E2E,Software Services
Manorama Industries Ltd,MANORAMA,Packaged Foods & Meats
Lemon Tree Hotels Ltd,LEMONTREE,"Hotels, Resorts & Cruise Lines"
Saregama India Ltd,SAREGAMA,Movies & TV Serials
Sudeep Pharma Ltd,SUDEEPPHRM,Pharmaceuticals
Varroc Engineering Ltd,VARROC,Auto Parts
V2 Retail Ltd,V2RETAIL,Retail - Apparel
KPI Green Energy Ltd,KPIGREEN,Renewable Energy
GMR Power and Urban Infra Ltd,GMRP&UI,Power Generation
Eureka Forbes Ltd,EUREKAFORB,Home Electronics & Appliances
ASK Automotive Ltd,ASKAUTOLTD,Auto Parts
Sky Gold and Diamonds Ltd,SKYGOLD,"Precious Metals, Jewellery & Watches"
G R Infraprojects Ltd,GRINFRA,Construction & Engineering
Jupiter Life Line Hospitals Ltd,JLHL,Hospitals & Diagnostic Centres
Bata India Ltd,BATAINDIA,Footwear
Cartrade Tech Ltd,CARTRADE,Online Services
Tips Music Ltd,TIPSMUSIC,Movies & TV Serials
WeWork India Management Ltd,WEWORK,Real Estate
Star Cement Ltd,STARCEMENT,Cement
Cello World Ltd,CELLO,FMCG - Household Products
Time Technoplast Ltd,TIMETECHNO,Plastic Products
Orkla India Ltd,ORKLAINDIA,Packaged Foods & Meats
BHARAT Bond ETF-April 2030-Growth,EBBETF0430,Debt
Powergrid Infrastructure Investment Trust,PGINVIT,Power Transmission & Distribution
Tata Teleservices (Maharashtra) Ltd,TTML,Telecom Services
India Shelter Finance Corporation Ltd,INDIASHLTR,Home Financing
Bharat Bond ETF - April 2023,EBBETF0423,Debt
Clean Science and Technology Ltd,CLEAN,Specialty Chemicals
Thyrocare Technologies Ltd,THYROCARE,Hospitals & Diagnostic Centres
BHARAT Bond ETF-April 2032,BBETF0432,Debt
Nesco Ltd,NESCO,Real Estate
Sharda Cropchem Ltd,SHARDACROP,Fertilizers & Agro Chemicals
Relaxo Footwears Ltd,RELAXO,Footwear
Maharashtra Seamless Ltd,MAHSEAMLES,Building Products - Pipes
Akums Drugs and Pharmaceuticals Ltd,AKUMS,Pharmaceuticals
Kama Holdings Ltd,KAMAHOLD,Conglomerates
Quality Power Electrical Equipments Ltd,QPOWER,Power Trading & Consultancy
Triveni Engineering and Industries Ltd,TRIVENI,Sugar
Safari Industries (India) Ltd,SAFARI,Apparel & Accessories
SKF India Ltd,SKFINDIA,Industrial Machinery
Equitas Small Finance Bank Ltd,EQUITASBNK,Private Banks
KRBL Ltd,KRBL,Packaged Foods & Meats
Embassy Developments Ltd,EMBDL,Real Estate
Indian Metals and Ferro Alloys Ltd,IMFA,Iron & Steel
Power Mech Projects Ltd,POWERMECH,Construction & Engineering
Blue Jet Healthcare Ltd,BLUEJET,Pharmaceuticals
Religare Enterprises Ltd,RELIGARE,Investment Banking & Brokerage
Yatharth Hospital & Trauma Care Services Ltd,YATHARTH,Hospitals & Diagnostic Centres
Precision Wires India Ltd,PRECWIRE,Electrical Components & Equipments
IRB InvIT Fund,IRBINVIT,Roads
Sonata Software Ltd,SONATSOFTW,IT Services & Consulting
Mishra Dhatu Nigam Ltd,MIDHANI,Metals - Diversified
Campus Activewear Ltd,CAMPUS,Apparel & Accessories
Gujarat Pipavav Port Ltd,GPPL,Ports
SBI Gold ETF,SETFGOLD,Gold
RedTape,REDTAPE,Retail - Apparel
Pearl Global Industries Ltd,PGIL,Apparel & Accessories
Shreeji Shipping Global Ltd,SHREEJISPG,Logistics
Bluestone Jewellery and Lifestyle Ltd,BLUESTONE,"Precious Metals, Jewellery & Watches"
Aditya Birla Fashion and Retail Ltd,ABFRL,Retail - Apparel
JK Lakshmi Cement Ltd,JKLAKSHMI,Cement
Bajaj Consumer Care Ltd,BAJAJCON,FMCG - Personal Products
Gujarat Narmada Valley Fertilizers & Chemicals Ltd,GNFC,Fertilizers & Agro Chemicals
Birla Corporation Ltd,BIRLACORPN,Cement
P N Gadgil Jewellers Ltd,PNGJL,"Precious Metals, Jewellery & Watches"
TTK Prestige Ltd,TTKPRESTIG,Home Electronics & Appliances
Supriya Lifescience Ltd,SUPRIYA,Pharmaceuticals
Jyothy Labs Ltd,JYOTHYLAB,FMCG - Household Products
Jeena Sikho Lifecare Ltd,JSLL,Pharmaceuticals
Sigma Advanced Systems Ltd,SIGMAADV,Aerospace & Defense Equipments
Newgen Software Technologies Ltd,NEWGEN,Software Services
ELANTAS Beck India Ltd,ELANTAS,Specialty Chemicals
Sanofi India Ltd,SANOFI,Pharmaceuticals
SG Mart Ltd,SGMART,Building Products - Others
Max Estates Ltd,MAXESTATES,Real Estate
Suven Life Sciences Ltd,SUVEN,Pharmaceuticals
Kingfa Science and Technology (India) Ltd,KINGFA,Commodity Chemicals
KRN Heat Exchanger and Refrigeration Ltd,KRN,Electrical Components & Equipments
Cera Sanitaryware Ltd,CERA,Building Products - Ceramics
Mahindra Lifespace Developers Ltd,MAHLIFE,Real Estate
Tanla Platforms Ltd,TANLA,Software Services
Vikram Solar Ltd,VIKRAMSOLR,Renewable Energy Equipment & Services
Axiscades Technologies Ltd,AXISCADES,Construction & Engineering
Gujarat Ambuja Exports Ltd,GAEL,Agro Products
RHI Magnesita India Ltd,RHIM,Cement
Welspun Enterprises Limited,WELENT,Construction & Engineering
Sudarshan Chemical Industries Ltd,SUDARSCHEM,Diversified Chemicals
Transport Corporation of India Ltd,TCI,Logistics
Borosil Renewables Ltd,BORORENEW,Housewares
Kirloskar Ferrous Industries Ltd,KIRLFER,Iron & Steel
Dynamatic Technologies Ltd,DYNAMATECH,Auto Parts
Rashtriya Chemicals and Fertilizers Ltd,RCF,Fertilizers & Agro Chemicals
Le Travenues Technology Ltd,IXIGO,Online Services
Elitecon International Ltd,ELITECON,FMCG - Tobacco
Kwality Wall's (India) Ltd,KWIL,FMCG - Foods
Inox Green Energy Services Ltd,INOXGREEN,Heavy Electrical Equipments
Ashapura Minechem Ltd,ASHAPURMIN,Metals - Diversified
Gokul Agro Resources Ltd,GOKULAGRO,Packaged Foods & Meats
Pricol Ltd,PRICOLLTD,Auto Parts
Maple Infrastructure Trust,MIT,Roads
Powerica Ltd,POWERICA,Power Generation
Paras Defence and Space Technologies Ltd,PARAS,Aerospace & Defense Equipments
Indo Count Industries Ltd,ICIL,Textiles
Dilip Buildcon Ltd,DBL,Construction & Engineering
Sri Lotus Developers and Realty Ltd,LOTUSDEV,Real Estate
Sunflag Iron and Steel Co Ltd,SUNFLAG,Iron & Steel
AJAX Engineering Ltd,AJAXENGG,Construction & Engineering
EPL Ltd,EPL,Packaging
Latent View Analytics Ltd,LATENTVIEW,IT Services & Consulting
HMT Ltd,HMT,Industrial Machinery
Bengal & Assam Company Ltd,BENGALASM,Diversified Financials
Rain Industries Ltd,RAIN,Commodity Chemicals
Raajmarg Infra Investment Trust,RIIT,Real Estate
Sun Pharma Advanced Research Co Ltd,SPARC,Pharmaceuticals
Nephrocare Health Services Ltd,NEPHROPLUS,Hospitals & Diagnostic Centres
Dodla Dairy Ltd,DODLA,FMCG - Foods
Archean Chemical Industries Ltd,ACI,Commodity Chemicals
Isgec Heavy Engineering Ltd,ISGEC,Heavy Machinery
Sheela Foam Ltd,SFL,Home Furnishing
Kalpataru Ltd,KALPATARU,Real Estate
India Glycols Ltd,INDIAGLYCO,Commodity Chemicals
Aditya Vision Ltd,AVL,Retail - Speciality
JK Paper Ltd,JKPAPER,Paper Products
Garware Technical Fibres Ltd,GARFIBRES,Textiles
Transrail Lighting Ltd,TRANSRAILL,Power Infrastructure
Hindustan Foods Ltd,HNDFDS,FMCG - Foods
Balaji Amines Ltd,BALAMINES,Specialty Chemicals
Gujarat State Fertilizers & Chemicals Ltd,GSFC,Fertilizers & Agro Chemicals
Westlife Foodworld Ltd,WESTLIFE,Restaurants & Cafes
Citius Transnet Investment Trust,CITIUSINVT,Roads
Skipper Ltd,SKIPPER,Power Infrastructure
SJS Enterprises Ltd,SJS,Auto Parts
Praj Industries Ltd,PRAJIND,Construction & Engineering
F D C Ltd,FDC,Pharmaceuticals
Jai Balaji Industries Ltd,JAIBALAJI,Iron & Steel
Arvind Fashions Ltd,ARVINDFASN,Textiles
Shakti Pumps (India) Ltd,SHAKTIPUMP,Industrial Machinery
Ethos Ltd,ETHOSLTD,"Precious Metals, Jewellery & Watches"
Suprajit Engineering Ltd,SUPRAJIT,Auto Parts
Kennametal India Ltd,KENNAMET,Industrial Machinery
Interise Trust,INTERISE,Roads
CSB Bank Ltd,CSBBANK,Private Banks
Omnitech Engineering Ltd,OMNI,Industrial Machinery
Galaxy Surfactants Ltd,GALAXYSURF,Specialty Chemicals
Valor Estate Ltd,DBREALTY,Real Estate
Shrem InvIT,SHREMINVIT,Roads
Hindustan Construction Company Ltd,HCC,Construction & Engineering
Alok Industries Ltd,ALOKINDS,Textiles
Prism Johnson Ltd,PRSMJOHNSN,Cement
Dhenu Buildcon Infra Ltd,DHENUBUILD,Commodities Trading
Ceigall India Ltd,CEIGALL,Construction & Engineering
Moil Ltd,MOIL,Mining - Manganese
Fiem Industries Ltd,FIEMIND,Auto Parts
Fedbank Financial Services Ltd,FEDFINA,Diversified Financials
Nippon India ETF Nifty 50 BeES,NIFTYBEES,Equity
Kovai Medical Center and Hospital Ltd,KOVAI,Hospitals & Diagnostic Centres
Greenlam Industries Ltd,GREENLAM,Building Products - Laminates
Ganesh Housing Ltd,GANESHHOU,Real Estate
SIS Ltd,SIS,Business Support Services
Piccadily Agro Industries Ltd,PICCADIL,Alcoholic Beverages
Ge Power India Ltd,GVPIL,Construction & Engineering
Aarti Pharmalabs Ltd,AARTIPHARM,Labs & Life Sciences Services
Kotak Gold Etf,GOLD1,Gold
Midwest Gold Ltd,MIDWEST,Mining - Diversified
Happiest Minds Technologies Ltd,HAPPSTMNDS,IT Services & Consulting
Saatvik Green Energy Ltd,SAATVIKGL,Renewable Energy Equipment & Services
Senco Gold Ltd,SENCO,"Precious Metals, Jewellery & Watches"
MAS Financial Services Ltd,MASFIN,Diversified Financials
Sapphire Foods India Ltd,SAPPHIRE,Restaurants & Cafes
Technocraft Industries (India) Ltd,TIIL,Industrial Machinery
PTC India Ltd,PTC,Power Trading & Consultancy
DCB Bank Ltd,DCBBANK,Private Banks
Aeroflex Industries Ltd,AEROFLEX,Iron & Steel
Indus Infra Trust,INDUSINVIT,Power Infrastructure
HDFC Gold ETF,HDFCGOLD,Gold
KSH International Ltd,KSHINTL,Electrical Components & Equipments
ICICI Prudential Gold ETF,GOLDIETF,Gold
V-mart Retail Ltd,VMART,Retail - Department Stores
Tata Silver Exchange Traded Fund,TATSILV,Silver
Surya Roshni Ltd,SURYAROSNI,Iron & Steel
PNC Infratech Ltd,PNCINFRA,Construction & Engineering
SML Mahindra Ltd,SMLMAH,Trucks & Buses
Mastek Ltd,MASTEK,IT Services & Consulting
IFB Industries Ltd,IFBIND,Auto Parts
Ahluwalia Contracts (India) Ltd,AHLUCONT,Construction & Engineering
Centum Electronics Ltd,CENTUM,Electronic Equipments
Mrs. Bectors Food Specialities Ltd,BECTORFOOD,FMCG - Foods
NDR InvIT Trust,NDRINVIT,Logistics
Balu Forge Industries Ltd,BALUFORGE,Construction & Engineering
Indiabulls Ltd,IBULLSLTD,Retail - Online
RattanIndia Power Ltd,RTNPOWER,Power Generation
Neogen Chemicals Ltd,NEOGEN,Specialty Chemicals
Gokaldas Exports Ltd,GOKEX,Apparel & Accessories
Ion Exchange (India) Ltd,IONEXCHANG,Environmental Services
Energy Infrastructure Trust,ENERGYINF,Oil & Gas - Storage & Transportation
Jana Small Finance Bank Ltd,JSFB,Private Banks
Puravankara Ltd,PURVA,Real Estate
Lumax Industries Ltd,LUMAXIND,Auto Parts
Smartworks Coworking Spaces Ltd,SMARTWORKS,Real Estate
Unimech Aerospace and Manufacturing Ltd,UNIMECH,Aerospace & Defense Equipments
Responsive Industries Ltd,RESPONIND,Building Products - Granite
CMS Info Systems Ltd,CMSINFO,Software Services
GNG Electronics Ltd,EBGNG,Electronic Equipments
TVS Supply Chain Solutions Ltd,TVSSCS,Logistics
Entero Healthcare Solutions Ltd,ENTERO,Pharmaceuticals
Stylam Industries Ltd,STYLAMIND,Construction & Engineering
Canara Robeco Asset Management Company Ltd,CRAMC,Asset Management
Keystone Realtors Ltd,RUSTOMJEE,Real Estate
ICRA Ltd,ICRA,Stock Exchanges & Ratings
Dhanuka Agritech Ltd,DHANUKA,Fertilizers & Agro Chemicals
Innova Captab Ltd,INNOVACAP,Pharmaceuticals
Datamatics Global Services Ltd,DATAMATICS,IT Services & Consulting
Fineotex Chemical Ltd,FCL,Specialty Chemicals
CARE Ratings Ltd,CARERATING,Stock Exchanges & Ratings
Epigral Ltd,EPIGRAL,Commodity Chemicals
Rattanindia Enterprises Ltd,RTNINDIA,Power Trading & Consultancy
Gujarat Alkalies And Chemicals Ltd,GUJALKALI,Commodity Chemicals
Bansal Wire Industries Ltd,BANSALWIRE,Iron & Steel
Sharda Motor Industries Ltd,SHARDAMOTR,Auto Parts
Pilani Investment And Industries Corporation Ltd,PILANIINVS,Asset Management
Avenuesai Ltd,CCAVENUE,Payment Infrastructure
Jamna Auto Industries Ltd,JAMNAAUTO,Auto Parts
Goldiam International Ltd,GOLDIAM,"Precious Metals, Jewellery & Watches"
Paisalo Digital Ltd,PAISALO,Consumer Finance
LG Balakrishnan & Bros Ltd,LGBBROSLTD,Industrial Machinery
Man Infraconstruction Ltd,MANINFRA,Construction & Engineering
AGI Infra Ltd,AGIIL,Real Estate
Madhya Bharat Agro Products Ltd,MBAPL,Fertilizers & Agro Chemicals
Senores Pharmaceuticals Ltd,SENORES,Pharmaceuticals
Symphony Ltd,SYMPHONY,Home Electronics & Appliances
Shree Renuka Sugars Ltd,RENUKA,Sugar
Avantel Ltd,AVANTEL,Communication & Networking
Subros Ltd,SUBROS,Auto Parts
Electrosteel Castings Ltd,ELECTCAST,Building Products - Pipes
Knowledge Marine & Engineering Works Ltd,KMEW,Dredging
Network18 Media & Investments Ltd,NETWORK18,Movies & TV Serials
Indigo Paints Ltd,INDIGOPNTS,Paints
Shilchar Technologies Ltd,SHILCTECH,Electronic Equipments
India Tourism Development Corp Ltd,ITDC,Tour & Travel Services
Northern ARC Capital Ltd,NORTHARC,Diversified Financials
Nirlon Ltd,NIRLON,Real Estate
OnEMI Technology Solutions Ltd,KISSHT,Consumer Finance
Raghav Productivity Enhancers Ltd,RPEL,Specialty Chemicals
Rallis India Ltd,RALLIS,Fertilizers & Agro Chemicals
Websol Energy System Ltd,WEBELSOLAR,Renewable Energy Equipment & Services
Swaraj Engines Ltd,SWARAJENG,Tractors
ASM Technologies Ltd,ASMTEC,IT Services & Consulting
Bliss GVS Pharma Ltd,BLISSGVS,Pharmaceuticals
Raymond Lifestyle Ltd,RAYMONDLSL,Apparel & Accessories
Gulf Oil Lubricants India Ltd,GULFOILLUB,Commodity Chemicals
Aurionpro Solutions Ltd,AURIONPRO,IT Services & Consulting
Roadstar Infra Investment Trust,ROADSTAR,Roads
Midwest Ltd,MIDWESTLTD,Building Products - Granite
DEE Development Engineers Ltd,DEEDEV,Iron & Steel
CE Info Systems Ltd,MAPMYINDIA,Software Services
V I P Industries Ltd,VIPIND,Apparel & Accessories
Bannari Amman Sugars Ltd,BANARISUG,Sugar
Just Dial Ltd,JUSTDIAL,Online Services
Sterling and Wilson Renewable Energy Ltd,SWSOLAR,Renewable Energy Equipment & Services
Bajaj Hindusthan Sugar Ltd,BAJAJHIND,Sugar
Anzen India Energy Yield Plus Trust,ANZEN,Power Transmission & Distribution
Seshaasai Technologies Ltd,STYL,Payment Infrastructure
